transaction_id,transaction_primary_class
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2015-01-20",NEUTRAL
Government of the Republic of Ecuador-Ecuador-2011-06-27,BROWN
KAR Electrical Power Production Trading FZE|SinoHydro-Iraq-2018-04-18,GREY
Government of Cuba-Cuba-2005-01-01,NEUTRAL
National Port Development (SL) Ltd.-Sierra Leone-2017-11-29,NEUTRAL
Government of Egypt-Egypt-2018-09-01,GREEN
Government of Gabon-Gabon-2013-09-09,NEUTRAL
Kazan Soda Elektrik Üretim A.Ş.-Turkey-2014-03-25,BROWN
Banco de Desarrollo Económico y Social de Venezuela (BANDES)|Pétroleos de Venezuela S.A. (PDVSA)-Venezuela-2009-12-01,BROWN
SouthGobi Energy Resources Limited-Mongolia-2009-10-26,BROWN
State Bank of Pakistan (SBP)-Pakistan-2009-01-23,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2009-03-01,NEUTRAL
Telemar Norte Leste SA-Brazil-2009-10-30,NEUTRAL
VTB Bank-Russia-2009-10-01,NEUTRAL
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2017-03-27,NEUTRAL
"Nam Ou River Basin Hydropower Co., Ltd,-Laos-2013-09-27",GREEN
Masjed Soleyman Petrochemical Industries Co. (MISPI)-Iran-2014-11-16,BROWN
Central Bank of Iran-Iran-2014-05-31,BROWN
Government of Sri Lanka-Sri Lanka-2014-12-23,NEUTRAL
Government of Belarus-Belarus-2012-12-19,NEUTRAL
China Machinery Industry Construction Group Inc. (SINOCONST)-Iran-2018-03-07,NEUTRAL
Cambodia Tatay Hydropower Limited-Cambodia-2010-06-09,GREEN
Government of Uganda-Uganda-2015-02-20,GREEN
Government of Kenya-Kenya-2016-05-20,NEUTRAL
Hesteel Group-Serbia-2016-06-01,BROWN
Lao Ministry of Finance-Laos-2016-09-08,GREEN
Lekki Port LFTZ Enterprise Limited-Nigeria-2019-10-23,NEUTRAL
Thermal Power Plants Holding Company-Iran-2017-01-01,GREY
PT Bumi Resources Tbk (PT Bumi)-Indonesia-2012-02-06,NEUTRAL
Türk Telekom-Turkey-2012-12-26,NEUTRAL
Ghana Integrated Aluminium Development Corporation (GIADEC)-Ghana-2018-09-01,NEUTRAL
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2017-06-09,BROWN
Engro Powergen Thar Private Limited (EPTL)-Pakistan-2015-12-21,BROWN
Sonangol Finance Limited-Angola-2010-01-01,BROWN
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2015-05-08,GREY
Vietnam Electricity (EVN)-Vietnam-2007-06-12,BROWN
BHR Newwood Investment Management Limited (BHR)-Congo - Kinshasa-2017-04-06,GREY
Ziraat Bank-Turkey-2017-12-12,NEUTRAL
GN Power Mariveles Coal Plant Ltd Co.-Philippines-2010-01-29,BROWN
Government of the Republic of Ecuador-Ecuador-2011-10-18,GREEN
Government of Bolivia-Bolivia-2016-12-19,NEUTRAL
Government of Pakistan-Pakistan-2016-09-29,GREEN
Perusahaan Listrik Negara (PLN)-Indonesia-2014-12-22,BROWN
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2015-12-07,GREY
Petróleos Mexicanos (PEMEX)-Mexico-2019-06-28,NEUTRAL
Government of Serbia-Serbia-2014-12-17,BROWN
Telemar Norte Leste SA-Brazil-2015-12-18,NEUTRAL
Tejarat Bank-Iran-2002-11-24,NEUTRAL
Government of Angola-Angola-2007-07-19,NEUTRAL
Copper Partners Investment Company Ltd. (CuPIC)-Chile-2006-02-22,GREY
Huadian Sihanoukville Power Generation Co Ltd.-Cambodia-2020-04-15,BROWN
Uzbekneftegaz-Uzbekistan-2019-07-09,BROWN
Thang Long Thermal Power Joint Stock Company-Vietnam-2014-10-01,BROWN
Unspecified Project Company-Russia-2014-06-01,BROWN
Government of Guinea-Guinea-2018-09-05,NEUTRAL
Government of Pakistan-Pakistan-2010-04-09,GREEN
"Angkor International Airport Investment (Cambodia) Co., Ltd.-Cambodia-2021-01-01",NEUTRAL
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2018-10-01,BROWN
Government of Jamaica-Jamaica-2010-02-03,NEUTRAL
Ethiopian Sugar Corporation (ESC)-Ethiopia-2013-10-01,NEUTRAL
National Bank of Egypt-Egypt-2018-09-04,NEUTRAL
Sri Lanka Ministry of Finance-Sri Lanka-2005-08-30,BROWN
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2005-11-03,NEUTRAL
Government of Angola-Angola-2016-12-08,NEUTRAL
Turkcell İletişim Hizmetleri A.Ş. (Turkcell)-Turkey-2020-08-10,NEUTRAL
Perusahaan Listrik Negara (PLN)-Indonesia-2008-05-27,BROWN
PT Indonesia Tsingshan Stainless Steel-Indonesia-2015-01-01,BROWN
"China Nonferrous Metal Mining (Group) Co., Ltd. (CNMC)-Congo - Kinshasa-2017-02-01",GREY
Companhia de Geração Térmica de Electric Energy (CGTEE)|Eletrobras|Riograndense Mining Company (CRM)-Brazil-2007-04-20,BROWN
Vietnam Electricity (EVN)-Vietnam-2007-04-04,BROWN
Chaglla Holdings Limited-Peru-2019-04-25,GREEN
Ministry of Finance and Planning of Sri Lanka-Sri Lanka-2014-09-16,NEUTRAL
Government of Bangladesh-Bangladesh-2017-11-03,BROWN
"Senegalese Ministry of Infrastructure, Land Transport and the Opening up-Senegal-2021-01-01",NEUTRAL
Ethiopian Sugar Corporation (ESC)-Ethiopia-2015-07-23,NEUTRAL
MegaFon-Russia-2011-01-01,NEUTRAL
CNPC AktobeMunaiGas JSC (CNPC AMG)-Kazakhstan-2011-06-01,BROWN
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2011-06-09,NEUTRAL
Government of Sri Lanka-Sri Lanka-2011-03-31,NEUTRAL
Telemar Norte Leste SA-Brazil-2011-06-01,NEUTRAL
Iran Bank of Industry and Mines-Iran-2017-01-01,BROWN
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2013-01-21",GREEN
PT Smart Telecom (Smartel)-Indonesia-2006-12-28,NEUTRAL
China Machinery Engineering Corporation (CMEC)-Tajikistan-2020-05-01,GREY
China Gezhouba Group Company Ltd. (CGGC)-Iran-2011-01-01,GREEN
Vietnam Electricity (EVN)-Vietnam-2005-10-31,BROWN
Vietnam National Coal - Mineral Industries Group (Vinacomin)-Vietnam-2006-08-22,BROWN
National Bank of Egypt-Egypt-2021-12-01,NEUTRAL
PT Shenhua Guohua Lion Power Indonesia-Indonesia-2017-01-09,BROWN
Government of Ethiopia-Ethiopia-2016-12-27,NEUTRAL
Dynagas LNG Partners LP-Marshall Islands-2017-12-01,GREY
Electricity Supply Organization (Eskom)-South Africa-2016-10-03,BROWN
National Bank of Angola-Angola-2016-10-27,NEUTRAL
National Bank of Angola-Angola-2016-12-09,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2016-01-23,NEUTRAL
State Oil Company of the Azerbaijan Republic (SOCAR)-Turkey-2016-01-01,BROWN
Government of Belarus-Belarus-2008-10-29,BROWN
Government of North Korea-North Korea-2007-01-01,BROWN
Government of Nigeria-Nigeria-2012-11-07,NEUTRAL
Nextel Brazil-Brazil-2012-04-20,NEUTRAL
"PDVSA Petróleo, S.A.-Venezuela-2012-06-01",BROWN
Pétroleos de Venezuela S.A. (PDVSA)-Venezuela-2012-02-27,BROWN
State Bank of Pakistan (SBP)-Pakistan-2012-06-29,NEUTRAL
Government of Nigeria-Nigeria-2018-05-29,NEUTRAL
Ethiopian Electric Power Corporation (EEPCo)-Ethiopia-2010-06-20,GREEN
Government of Republic of Congo-Congo - Brazzaville-2013-03-29,NEUTRAL
CNPC AktobeMunaiGas JSC (CNPC AMG)-Kazakhstan-2020-04-10,BROWN
Government of Iran-Iran-2002-11-01,NEUTRAL
China Machinery Engineering Corporation (CMEC)-Congo - Brazzaville-2003-03-25,GREEN
Government of North Korea-North Korea-2008-01-01,BROWN
Government of Equatorial Guinea-Equatorial Guinea-2019-01-01,NEUTRAL
Banque Misr-Egypt-2017-05-15,NEUTRAL
EP Petroecuador-Ecuador-2016-01-22,BROWN
Belarus Ministry of Finance-Belarus-2019-12-16,NEUTRAL
CNPC AktobeMunaiGas JSC (CNPC AMG)-Kazakhstan-2015-04-20,BROWN
Government of Angola-Angola-2015-09-25,NEUTRAL
Tajikistan Ministry of Finance-Tajikistan-2006-06-15,NEUTRAL
Konya-Ilgın Elektrik Üretim ve Ticaret A.Ş.-Turkey-2015-05-01,BROWN
Public Enterprise for State Roads of the Republic of Macedonia-North Macedonia-2013-10-25,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2012-03-08",NEUTRAL
Government of Gabon-Gabon-2008-05-24,GREEN
Golden Veroleum Limited-Liberia-2013-03-13,BROWN
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2013-01-04,GREEN
Government of Nigeria-Nigeria-2013-07-10,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2013-01-23,NEUTRAL
China Huadian Lower Stung Russei Chrum Hydroelectric Project (Cambodia) Company Limited-Cambodia-2010-07-01,GREEN
Moja Expressway Company Limited-Kenya-2019-09-08,NEUTRAL
CNPC AktobeMunaiGas JSC (CNPC AMG)-Kazakhstan-2019-11-13,BROWN
Government of Pakistan-Pakistan-2019-06-29,NEUTRAL
Dito Telecommunity Corporation-Philippines-2019-01-01,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2015-01-23,NEUTRAL
Government of Pakistan-Pakistan-2020-06-27,NEUTRAL
Government of Pakistan-Pakistan-2020-06-29,NEUTRAL
Government of Sri Lanka-Sri Lanka-2020-03-18,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2020-10-29,NEUTRAL
"Xinwei (Cambodia) Telecom Co., Ltd.-Cambodia-2012-06-01",NEUTRAL
Perusahaan Listrik Negara (PLN)-Indonesia-2009-12-14,BROWN
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2010-05-21,GREY
Sberbank-Russia-2014-11-10,NEUTRAL
Government of North Korea-North Korea-2006-01-01,BROWN
Djiboutian Ministry of Economy and Finance-Djibouti-2013-05-22,NEUTRAL
Bushehr Petrochemical Company-Iran-2014-01-01,BROWN
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2014-05-19,NEUTRAL
Ethiopian Sugar Corporation (ESC)-Ethiopia-2014-05-04,NEUTRAL
MegaFon-Russia-2014-12-30,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2014-01-23,NEUTRAL
Government of Bolivia-Bolivia-2015-06-30,NEUTRAL
Government of Sri Lanka-Sri Lanka-2007-12-30,NEUTRAL
"CRRC Nanjing Puzhen Co., Ltd.-Iran-2018-03-07",NEUTRAL
Government of Angola-Angola-2017-01-01,NEUTRAL
"African Export-Import Bank (Afreximbank)-Africa, regional-2018-09-01",NEUTRAL
China Merchants Port (CMPort) Holdings Company Limited-Sri Lanka-2018-12-01,NEUTRAL
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2018-06-06,NEUTRAL
Standard Bank of South Africa Limited (Standard Bank)-South Africa-2018-07-25,NEUTRAL
Tajikistan Ministry of Finance-Tajikistan-2014-11-07,BROWN
Government of Cameroon |South Atlantic Inter Link Consortium-Cameroon-2016-01-01,NEUTRAL
Transnet-South Africa-2016-03-31,NEUTRAL
Tajikistan Ministry of Finance-Tajikistan-2006-12-21,GREY
Türkiye Vakiflar Bankasi (VakıfBank)-Turkey-2021-12-01,NEUTRAL
Government of Belarus-Belarus-2009-05-06,BROWN
Government of North Korea-North Korea-2005-01-01,BROWN
Seaspan Corporation-Marshall Islands-2007-08-08,NEUTRAL
JSC NC KazAvtoZhol-Kazakhstan-2019-04-25,NEUTRAL
Government of Ecuador-Ecuador-2014-10-29,GREY
Government of Pakistan-Pakistan-2021-07-01,NEUTRAL
Government of Uganda-Uganda-2014-11-26,GREEN
PT General Energy Bali-Indonesia-2013-07-31,BROWN
Government of Angola-Angola-2018-01-01,Mixed (No Clear Dominant)
Government of Ghana-Ghana-2007-09-25,GREEN
EFT Rudnik i Termoelektrana Stanari d.o.o.-Bosnia-2012-06-20,BROWN
Government of Ethiopia-Ethiopia-2009-11-08,NEUTRAL
Government of Angola-Angola-2005-10-01,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2011-01-12",NEUTRAL
Aircel Ltd.-India-2015-03-27,NEUTRAL
Egyptian National Authority for Tunnels-Egypt-2019-01-16,GREEN
Government of Sri Lanka-Sri Lanka-2010-09-09,NEUTRAL
Jamaica North South Highway Company Ltd. (JNSHC)-Jamaica-2013-08-27,NEUTRAL
Central Bank of Nigeria (CBN)-Nigeria-2021-01-01,NEUTRAL
Government of Uganda-Uganda-2020-03-18,BROWN
Wesizwe Platinum Limited-South Africa-2013-01-01,BROWN
Belarus Ministry of Finance-Belarus-2005-12-31,NEUTRAL
PT Huayu Nickel Cobalt-Indonesia-2021-10-28,GREY
Sasol Ltd.-South Africa-2019-06-07,BROWN
Government of Angola-Angola-2006-02-01,NEUTRAL
Government of Pakistan-Pakistan-2013-05-22,GREEN
JSC NC KazAvtoZhol-Kazakhstan-2017-05-15,NEUTRAL
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2010-11-24,NEUTRAL
Government of Cuba-Cuba-2001-04-13,NEUTRAL
Formosa Ha Tinh (Cayman) Limited-Vietnam-2016-01-01,BROWN
JSC NC KazAvtoZhol-Kazakhstan-2017-05-17,NEUTRAL
Government of Pakistan-Pakistan-2021-06-27,NEUTRAL
Government of Pakistan-Pakistan-2021-06-29,NEUTRAL
Government of Sri Lanka-Sri Lanka-2021-04-12,NEUTRAL
State Bank of Pakistan (SBP)-Pakistan-2021-01-21,NEUTRAL
VTB Bank-Russia-2002-08-01,NEUTRAL
Government of Pakistan-Pakistan-2008-01-18,NEUTRAL
Ethiopian Railways Corporation (ERC)-Ethiopia-2011-06-22,NEUTRAL
Jambatan Kedua Sdn. Bhd.-Malaysia-2009-01-01,NEUTRAL
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2020-01-30,NEUTRAL
Government of Cambodia-Cambodia-2012-06-13,GREEN
Société de Raffinage de N'Djaména (SRN) SA-Chad-2011-05-01,BROWN
PT Axis Telekom Indonesia (Axis)-Indonesia-2011-05-25,NEUTRAL
Government of North Korea-North Korea-2012-01-01,BROWN
Naspers Ltd.-South Africa-2018-04-10,NEUTRAL
Sembcorp Salalah Power and Water Company-Oman-2010-03-23,GREY
Myanmar Central Bank-Myanmar-2003-08-15,GREEN
Vneshtorgbank (Foreign Trade Bank)-Russia-2003-05-27,NEUTRAL
Baku-Tbilisi-Ceyhan Pipeline Company (BTC)-Azerbaijan-2015-11-17,BROWN
Kariba North Bank Extension Power Corporation Limited (KNBEPCL)-Zambia-2008-10-01,GREEN
Government of Pakistan-Pakistan-2014-02-19,GREEN
Kimkano-Sutarsky Mining and Beneficiation Plant LLC-Russia-2010-12-10,BROWN
Government of Ghana-Ghana-2008-09-03,GREEN
KazNurTel LLP-Kazakhstan-2005-07-04,NEUTRAL
Government of Bangladesh-Bangladesh-2001-06-30,BROWN
Minera Chinalco Perú S.A.-Peru-2013-03-01,GREY
Petroleum Development Oman (PDO) (شركة تنمية نفط عُمان)-Oman-2016-06-29,BROWN
United Chemical Company LLP (UCC)-Kazakhstan-2017-06-08,BROWN
Government of Sri Lanka-Sri Lanka-2009-08-06,BROWN
Government of North Korea-North Korea-2000-01-01,BROWN
KAZ Minerals Finance PLC (Formerly Kazykhmys Finance PLC)-Kazakhstan-2012-06-11,GREY
PetroChina International Iraq FZE-Iraq-2013-01-01,BROWN
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2009-06-14,BROWN
Government of North Korea-North Korea-2004-01-01,BROWN
Nextel Mexico-Mexico-2011-01-01,NEUTRAL
Association of Ghana Industries-Ghana-2017-06-26,NEUTRAL
Vnesheconombank (VEB Bank or VEB.RF)-Russia-2005-07-01,NEUTRAL
State Grid Brazil Holding S.A.-Brazil-2012-12-01,GREY
"CRCC-Tongguan Investment (Canada) Co., Ltd.-Ecuador-2010-01-01",GREY
Ministry of Finance of the Kyrgyz Republic-Kyrgyzstan-2012-06-05,GREY
State Bank of Pakistan (SBP)-Pakistan-2008-01-01,NEUTRAL
Government of Bolivia-Bolivia-2017-12-31,BROWN
Government of North Korea-North Korea-2010-02-25,NEUTRAL
Sabalan Petrochemical Industries Company (SPICO)-Iran-2014-02-01,BROWN
Vnesheconombank (VEB Bank or VEB.RF)-Kazakhstan-2013-10-22,BROWN
Ministry of Finance of the Kyrgyz Republic-Kyrgyzstan-2013-09-11,NEUTRAL
Limited Liability Company Huadian-Teninskaya Combined Cycle Power Plant-Russia-2013-01-18,GREY
Gazprombank-Russia-2009-06-01,BROWN
Kazakhmys-Kazakhstan-2009-11-14,NEUTRAL
Libyan African Investment Portfolio (LAP) Green Network-Libya-2009-11-08,NEUTRAL
MegaFon-Russia-2009-06-03,NEUTRAL
Oi (Telemar)-Brazil-2009-02-01,NEUTRAL
Sovereign Wealth Fund Samruk-Kazyna-Kazakhstan-2009-12-30,GREY
Government of Pakistan-Pakistan-2009-06-18,NEUTRAL
Government of Ethiopia-Ethiopia-2017-05-12,GREEN
Government of Costa Rica-Costa Rica-2013-06-03,NEUTRAL
Government of Senegal-Senegal-2015-12-03,NEUTRAL
"Teva Capital Services Switzerland GMBH|Teva Finance Services B.V.|Teva Finance Services II B.V.|Teva Pharmaceutical Finance Netherlands III B.V.|Teva Pharmaceutical Industries Ltd.|Teva Pharmaceutical USA, Inc.-Israel-2015-11-16",NEUTRAL
"PEACE Cable International Network Co., Ltd.-Asia, regional-2019-01-01",NEUTRAL
Government of Mauritania-Mauritania-2009-01-01,NEUTRAL
Government of Ghana-Ghana-2019-04-17,NEUTRAL
Lao Ministry of Finance-Laos-2016-05-03,GREY
Central African Cement Company-Zambia-2018-12-04,BROWN
Government of South Sudan-South Sudan-2014-01-01,NEUTRAL
Meridian Port Services Limited-Ghana-2016-01-01,NEUTRAL
Cell C Limited South Africa-South Africa-2011-06-09,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2011-01-29,GREEN
Cell C Limited South Africa-South Africa-2010-08-24,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2017-01-01,NEUTRAL
Pétroleos de Venezuela S.A. (PDVSA)-Venezuela-2013-09-24,BROWN
Government of Nigeria-Nigeria-2019-12-27,NEUTRAL
Perusahaan Listrik Negara (PLN)-Indonesia-2009-07-17,BROWN
Government of North Korea-North Korea-2009-01-01,BROWN
Government of Zambia-Zambia-2018-03-15,NEUTRAL
"Yunnan Machinery and Equipment Import and Export Co., Ltd. (YMIEC)-Myanmar-2000-09-18",GREEN
Tianqi Lithium Australia Investments 2 Pty Ltd (TLAI2)-Chile-2018-10-29,GREY
Turkiye Kalkinma ve Yatirim Bankasi A.S. (TKYB)-Turkey-2018-06-26,NEUTRAL
Government of the Kyrgyz Republic-Kyrgyzstan-2013-09-11,BROWN
Government of Republic of Congo-Congo - Brazzaville-2017-05-20,NEUTRAL
Government of Kenya-Kenya-2012-05-23,GREEN
Sinosteel Group Corporation Limited (Sinosteel)-Zimbabwe-2007-01-01,GREY
Central Bank of Turkmenistan-Turkmenistan-2007-11-03,NEUTRAL
Colombo International Container Terminals Limited (CICT)-Sri Lanka-2011-01-01,NEUTRAL
Erdenes Tavan Tolgoi JSC (ETT)-Mongolia-2011-07-26,BROWN
Government of Uganda-Uganda-2011-05-18,NEUTRAL
PT Smart Telecom (Smartel)-Indonesia-2011-06-29,NEUTRAL
National Company Kazakhstan Temir Zholy Joint-Stock Company (NC KTZ JSC)-Kazakhstan-2002-12-29,NEUTRAL
Government of Pakistan-Pakistan-2011-12-23,NEUTRAL
Avrupa Otoyolu Yatirim ve Iletme A.S|KMO Anadolu Otoyol Isletmesi-Turkey-2019-01-01,NEUTRAL
Government of North Korea-North Korea-2011-01-01,BROWN
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2014-05-16",NEUTRAL
Landmark Holdings Company Limited-Thailand-2013-11-01,NEUTRAL
Tsingshan Holding Group-Indonesia-2014-02-17,BROWN
Housing Development Corporation Ltd. (HDC)-Maldives-2017-04-24,NEUTRAL
PT Lembaga Pembiayaan Ekspor Indonesia (LPEI)-Indonesia-2020-09-24,NEUTRAL
Government of Pakistan-Pakistan-2014-01-14,GREEN
Government of Pakistan-Pakistan-2005-03-31,GREEN
Navoiyazot-Uzbekistan-2013-01-01,BROWN
Government of Sri Lanka-Sri Lanka-2016-04-07,NEUTRAL
Hydro Global Peru S.A.C.-Peru-2017-11-29,GREEN
CNPC AktobeMunaiGas JSC (CNPC AMG)-Kazakhstan-2021-06-07,BROWN
Government of Angola-Angola-2006-07-01,NEUTRAL
Government of the Maldives-Maldives-2015-12-28,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2019-12-13,NEUTRAL
Sri Lanka Ministry of Finance-Sri Lanka-2014-09-16,NEUTRAL
JSC Belagroprombank-Belarus-2018-06-11,NEUTRAL
VTB Bank-Russia-2010-09-27,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2010-03-26,GREY
ZTE Corporation-Sudan-2009-01-01,NEUTRAL
Gachsaran Petrochemical Company-Iran-2014-01-01,BROWN
Government of Laos-Laos-2004-01-01,GREY
Government of Angola-Angola-2005-02-01,NEUTRAL
Government of Ethiopia-Ethiopia-2010-09-01,GREEN
Government of the Philippines-Philippines-2004-02-26,NEUTRAL
PT Bakrie Telecom Tbk (BTel)-Indonesia-2010-08-12,NEUTRAL
Aquarius LNG Shipping Ltd|Gemini LNG Shipping Ltd.-Papua New Guinea-2011-07-15,GREY
Government of Laos-Laos-2012-01-01,GREEN
Government of Indonesia-Indonesia-2012-11-12,BROWN
Government of Laos-Laos-2010-03-19,GREEN
Government of Djibouti-Djibouti-2016-04-15,NEUTRAL
Government of North Korea-North Korea-2010-01-01,BROWN
Government of Nigeria-Nigeria-2006-01-12,NEUTRAL
Government of Zimbabwe-Zimbabwe-2006-10-13,NEUTRAL
Moynak Hydroelectric Power Station Joint Stock Company (JSC)-Kazakhstan-2006-06-14,GREEN
Gazprombank-Russia-2010-09-15,GREY
Government of the Province of Entre Ríos-Argentina-2014-10-22,NEUTRAL
Government of North Korea-North Korea-2013-01-01,BROWN
"Billion Industrial (Viet Nam) Co., Ltd.-Vietnam-2017-01-01",NEUTRAL
Government of Angola-Angola-2016-06-14,GREY
Anton Oilfield Services Group|Basra Oil Company-Iraq-2021-06-30,BROWN
Government of North Korea-North Korea-2014-01-01,BROWN
Bangladesh Chemical Industries Corporation-Bangladesh-2011-01-01,NEUTRAL
CCA Green B S.A.-Argentina-2019-04-25,NEUTRAL
CCA Green B S.A.-Argentina-2019-04-29,NEUTRAL
Government of Zambia-Zambia-2016-11-01,NEUTRAL
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2021-03-11,NEUTRAL
"African Export-Import Bank (Afreximbank)-Africa, regional-2018-12-01",NEUTRAL
Government of Myanmar (Burma)-Myanmar-2006-02-01,NEUTRAL
"ACWA Power Renewable Energy Holding Limited (APREH)-Middle East, regional-2018-01-01",GREEN
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2013-11-30,NEUTRAL
Export Credit Bank of Turkey (Turk Eximbank)-Turkey-2019-03-11,NEUTRAL
Minera Las Bambas S.A.C. (Minera Las Bambas)-Peru-2019-08-21,GREY
KAR Group-Iraq-2014-01-01,BROWN
PT Lembaga Pembiayaan Ekspor Indonesia (LPEI)-Indonesia-2015-09-22,NEUTRAL
Sistema-Russia-2015-12-17,NEUTRAL
Government of Belarus-Belarus-2013-07-16,Mixed (No Clear Dominant)
China National Complete Engineering Corporation (CNCEC)-Zambia-2016-07-11,NEUTRAL
Bank of Mongolia-Mongolia-2012-01-01,NEUTRAL
Tejarat Bank-Iran-2005-07-07,NEUTRAL
Airport Terminal Operations Limited (ATOL)-Mauritius-2009-02-17,NEUTRAL
Government of Mali-Mali-2013-01-04,GREEN
Government of Indonesia-Indonesia-2007-09-25,GREEN
Yunnan Construction Engineering Group Corporation (YNJG)-Equatorial Guinea-2012-01-01,NEUTRAL
Myanmar Oil and Gas Enterprise (MOGE)-Myanmar-2009-12-20,BROWN
Standard Bank of South Africa Limited (Standard Bank)-South Africa-2020-10-20,NEUTRAL
Bulgarian Development Bank (BDB)-Bulgaria-2018-12-13,NEUTRAL
Government of Sri Lanka-Sri Lanka-2010-03-05,BROWN
Government of Nigeria-Nigeria-2016-04-26,NEUTRAL
Petrobras Netherlands B.V.-Brazil-2017-11-13,BROWN
Government of Zambia-Zambia-2017-12-28,NEUTRAL
Cell C Limited South Africa-South Africa-2015-03-30,NEUTRAL
Sistema Shyam TeleServices Limited (SSTL)-India-2009-12-23,NEUTRAL
Government of Argentina-Argentina-2017-11-17,GREEN
"African Export-Import Bank-Africa, regional-2018-09-01",NEUTRAL
PJSC State Transport Leasing Company (STLC) (GTLK)-Russia-2016-01-01,NEUTRAL
Vietnam Ministry of Finance-Vietnam-2008-09-01,BROWN
Argentina Ministry of Economy-Argentina-2010-06-30,BROWN
Sudan National Electricity Corporation (NEC Sudan)-Sudan-2005-04-01,BROWN
Food Investment SpA-Chile-2019-06-05,NEUTRAL
Government of Nigeria-Nigeria-2018-09-05,NEUTRAL
Government of Cuba-Cuba-2001-01-01,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2015-12-08",NEUTRAL
Government of Iran-Iran-2017-01-01,NEUTRAL
Gener8 Maritime Subsidiary VII Inc.-Marshall Islands-2018-06-13,BROWN
Government of Guinea-Guinea-2013-01-04,GREEN
Government of Indonesia-Indonesia-2003-10-06,BROWN
Government of Jamaica-Jamaica-2017-02-16,NEUTRAL
Adani Power Maharashtra Ltd (APML)-India-2013-04-22,BROWN
